"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38" "39" "40" "41" "42" "43" "44" "45" "46" "47" "48" "49" "50" "51" "52" "53" "54" "55" "56" "57" "58" "59" "60" "61" "62" "63" "64" "65" "66" "67" "68" "69" "70" "71" "72" "73" "74" "75" "76" "77" "78" "79"
"subject18WALKING" 0.276435266407767 -0.0168713572209709 -0.107976131320388 -0.640094953980582 -0.57121966084466 -0.674398957330097 0.744570715194175 -0.0878007587621359 0.125779972446602 -0.980178872184466 -0.969660121601942 -0.961924619902913 0.0803802547398058 0.0117753417654369 0.000944325706481554 -0.676845573058252 -0.668988923495146 -0.829752030679612 -0.0356278708599515 -0.0712201500347573 0.0872643816912621 -0.789263130451456 -0.723049554174757 -0.725445763883495 -0.0947944219274757 -0.0430690219199029 -0.0495764144343689 -0.794545583932039 -0.86558985907767 -0.811651006019418 -0.60180930907767 -0.657080259868932 -0.60180930907767 -0.657080259868932 -0.699684330436893 -0.699053514349515 -0.680175436165048 -0.74377817276699 -0.829610700679612 -0.868171988834952 -0.657478435873786 -0.602879697135922 -0.741904394660194 -0.63413769092233 -0.582644815009709 -0.66645926357767 -0.24543324171034 0.0412044913131068 -0.0100133763546553 -0.695925940242718 -0.685785993543689 -0.814575110145631 -0.686032350242718 -0.673145340339806 -0.843534299417476 -0.115396533440777 -0.226144230095146 -0.138985823121845 -0.755614729368932 -0.783394384854369 -0.72818689315534 -0.801558689640777 -0.695509604708738 -0.750124258883495 -0.102376319429369 -0.287762003198398 -0.0657563077854369 -0.657025768072816 -0.710912750339806 0.081503906715534 -0.692867934742718 -0.708514746456311 0.188999471615743 -0.782857063737864 -0.764154689029126 -0.032659765838835 -0.863474102912621 -0.884444619033981 0.199262361930243
"subject18WALKING_DOWNSTAIRS" 0.276097497381974 -0.0179388167080159 -0.107313098648069 -0.602241121545064 -0.533547643703863 -0.600938282017167 0.753041050686695 -0.115069233111588 0.0381291394978541 -0.973857622060086 -0.961631224892704 -0.947781842875536 0.0804223764862661 0.0123094450651502 0.000661392115172532 -0.664791495622318 -0.681818957339056 -0.799791217424893 -0.0425172058135193 -0.0654955549020601 0.092967632395279 -0.745691411 -0.719364807081545 -0.666283253690987 -0.0920680578893562 -0.0462356286939914 -0.0589965329072103 -0.823644484806867 -0.852068935622318 -0.789316419914163 -0.561073146180257 -0.588112826725322 -0.561073146180257 -0.588112826725322 -0.69417413360515 -0.67670805255794 -0.627350998798283 -0.707135121879828 -0.828181074506438 -0.859394549484979 -0.633791665536481 -0.587291520729614 -0.684566723261803 -0.59123507472103 -0.537163142502146 -0.590478663034335 -0.284148333872661 -0.0351343252476395 -0.0640025593968197 -0.684179154592275 -0.694257723648069 -0.78284056583691 -0.674816994892704 -0.690260614206009 -0.815344601072961 -0.152567637703004 -0.263796416633476 -0.213663102756223 -0.733878770978541 -0.764576233905579 -0.682860128240343 -0.752842439978541 -0.699379154592275 -0.692726548154506 -0.187201574832833 -0.26901470034279 -0.111497975412017 -0.604498795763948 -0.64385058416309 0.0199404339103004 -0.675026909643777 -0.680650840987124 0.148351498655979 -0.763690355107296 -0.723538659948498 -0.0937071262240343 -0.854840934635193 -0.876230425412017 0.186919643679528
"subject18WALKING_UPSTAIRS" 0.275057172663551 -0.0183148707571388 -0.107028541686916 -0.632141008971963 -0.558808744126168 -0.618102556028037 0.737127020186916 -0.105398588995327 0.0451663810841121 -0.975122243271028 -0.963561245981308 -0.948707766542056 0.080759151178972 0.0134221944545794 0.00223956297633271 -0.691464351869159 -0.704522618598131 -0.814399563317757 -0.0420659142175234 -0.0644862159821495 0.0914255706457944 -0.764610187724299 -0.729781670046729 -0.682597675186916 -0.0938836343645794 -0.0468680176018692 -0.0595090870438318 -0.837401594439252 -0.862084452663551 -0.806609712009346 -0.586818313551402 -0.623694919542056 -0.586818313551402 -0.623694919542056 -0.715217369906542 -0.707132036121495 -0.647006880233645 -0.725577076018692 -0.839705014485981 -0.871634426682243 -0.661392275233645 -0.612968813084112 -0.701763288925234 -0.62200555771028 -0.560725814126168 -0.606485621528037 -0.269790702440794 -0.0264751943771028 -0.0643450157315841 -0.709835015981308 -0.715805737616822 -0.798500473411215 -0.700088929906542 -0.712690797523365 -0.828927447242991 -0.135333514947664 -0.248129975072897 -0.206400158197196 -0.754531424990654 -0.77629349228972 -0.704323380373832 -0.770965482630841 -0.709181678598131 -0.705855843738318 -0.180697088203037 -0.273310034929299 -0.103678594892056 -0.637916040191589 -0.675045352570093 0.0310801861126168 -0.70390562953271 -0.712622722897196 0.165335895097397 -0.778817435233645 -0.740884064850467 -0.090219979211215 -0.865602855794393 -0.889481881261682 0.201075619216495
"subject20STANDING" 0.270150311655814 -0.0185104113437674 -0.109732479556279 -0.675934917366512 -0.491973918553954 -0.654921676786047 0.672691540883721 -0.099366434372093 0.0988571149626512 -0.959527117906977 -0.954124092744186 -0.938517280306977 0.0829988945637209 0.00589447869855814 -0.0063887714471907 -0.683396416786512 -0.634392917348837 -0.77064789184186 -0.0259186049864651 -0.0783602349414419 0.0806337142595349 -0.723855119311628 -0.663939255498605 -0.606096154189767 -0.095549134087907 -0.0426737613227907 -0.054946462892093 -0.751179644051163 -0.734800496125581 -0.734125697023256 -0.597280802775349 -0.639378300167442 -0.597280802775349 -0.639378300167442 -0.687079768797209 -0.652001584884186 -0.605188767391628 -0.642986102426419 -0.748828401865116 -0.725770614266046 -0.670974895632558 -0.539389303111628 -0.682020207420465 -0.679063497556837 -0.501001207128372 -0.667759787674419 -0.192632512914419 -0.0614322147969302 0.0635037633204651 -0.697036642646181 -0.655046922648837 -0.75225904884186 -0.697722488172093 -0.63684721606493 -0.787616930004651 -0.0478355601301395 -0.311915811139535 -0.166946360271302 -0.681829702787442 -0.663839464341256 -0.613154251195814 -0.738841205944186 -0.667287699447907 -0.640507298486046 -0.188308108111302 -0.235292238820093 -0.21379774679907 -0.629798685547442 -0.703202243841395 0.0421915427985581 -0.647345035635535 -0.660585128296744 0.0672638621728372 -0.672012321066605 -0.686545206316279 -0.138321764670884 -0.736519543439163 -0.731556296546512 0.00584321714167442
"subject20SITTING" 0.269816142734299 -0.0177485745782609 -0.109646959558454 -0.664483546540097 -0.484855018208213 -0.643337055985507 0.660857151256039 -0.060285895821256 0.082185849952029 -0.95818045057971 -0.954747746956522 -0.93586645447343 0.0832950172618357 0.0044937435521256 -0.00628466978202899 -0.673108470430435 -0.627593675652174 -0.762560275342995 -0.0273018750294203 -0.0775081920555555 0.0807100004574879 -0.725531834454106 -0.653109549817391 -0.595972128699517 -0.094534895757971 -0.0428487143734299 -0.0540942031729469 -0.750498677202899 -0.724240513608696 -0.727019514637681 -0.586394955926087 -0.630792245198068 -0.586394955926087 -0.630792245198068 -0.677602087687923 -0.642804499227536 -0.596895485165217 -0.638448462665121 -0.742111651599034 -0.718666016025121 -0.659751697444444 -0.532141418256039 -0.670982528480193 -0.667492708670145 -0.494311469094686 -0.656794317971015 -0.222042905776329 -0.0314866169571981 0.0653734258772947 -0.687336720719464 -0.649051995021739 -0.743797357975845 -0.687735499502415 -0.629528713835556 -0.779847897589372 -0.0706650945342995 -0.282927555664106 -0.17865777233913 -0.682224806325121 -0.652004844412415 -0.603000756797585 -0.740763045400966 -0.657111412663285 -0.63135494644686 -0.141759551957633 -0.204637588711691 -0.197444643757488 -0.619939578515459 -0.696681493313527 0.0563188642564734 -0.637412976239807 -0.652419606829952 0.104380523970338 -0.665497329320387 -0.684004799024155 -0.102922427890048 -0.729633648258068 -0.724675147717391 0.057136294058744
"subject20LAYING" 0.261788372192308 -0.0170703350971154 -0.107736844767308 -0.6636675420375 -0.494073479322596 -0.652734997206731 0.437723385725962 0.0889122603605769 0.097858722836875 -0.950846645192308 -0.956957945288462 -0.944614357932692 0.0855340767125 0.00263526841375 -0.00639658938229327 -0.674857894322596 -0.631007696442308 -0.764005691951923 -0.0252239853028365 -0.08084500865625 0.0932123353639423 -0.726674441788462 -0.654847533664423 -0.603205229811538 -0.09498653489375 -0.0432559874514423 -0.0562354292634615 -0.751367973947115 -0.722914889697115 -0.728854614375 -0.590821384359135 -0.634819871855769 -0.590821384359135 -0.634819871855769 -0.679958526545192 -0.645183346683173 -0.603054695188462 -0.642280050008077 -0.742108620774038 -0.717571613111538 -0.659756427504808 -0.539253115860577 -0.677265483391346 -0.66634462959 -0.503970392320192 -0.666875775048077 -0.235107947408173 0.0317296615964423 0.0985134110403846 -0.688930916196774 -0.652302147786058 -0.745395473274038 -0.689504501860577 -0.632881641461346 -0.781149169091346 -0.0612186540360577 -0.24582322371524 -0.161993213614279 -0.683502378073558 -0.652361007804663 -0.608691878111058 -0.741858237346154 -0.659609959477404 -0.638414381415865 -0.145365185828029 -0.131818662299615 -0.151791412906731 -0.624023353378365 -0.700077122432212 0.0844663083658173 -0.639774528277115 -0.654761289152885 0.121185970200769 -0.6671534179775 -0.688560955951923 -0.0275601950107692 -0.728327268218365 -0.723916356045673 0.0824000135459615
"subject20WALKING" 0.265642698835821 -0.017487783778607 -0.108581896701493 -0.555619429287562 -0.278033000542786 -0.564368058452736 0.653199202691542 -0.0759656698756219 0.0117305334182587 -0.957963930547264 -0.953455432835821 -0.941378691094527 0.082985166961194 -0.00335988243149254 -0.00509514174993532 -0.551994706784577 -0.447085561671642 -0.690751087890547 -0.0245733668805473 -0.0768999154514428 0.0864984214547264 -0.627692546527363 -0.494615539135323 -0.501210464795025 -0.0896684944099503 -0.0458232807756219 -0.0536592123800995 -0.649559231034826 -0.605665453378109 -0.607500779570149 -0.448686219748637 -0.521494226288557 -0.448686219748637 -0.521494226288557 -0.547312716619403 -0.505788624607463 -0.456075174327363 -0.515254397352637 -0.625731683054726 -0.611758775255721 -0.547471348519901 -0.338426620442786 -0.596281583658706 -0.560096319038408 -0.294163615883582 -0.581589467363184 -0.234759685392537 -0.00594133662756219 0.0835851218527363 -0.57563050173099 -0.482105931544776 -0.669926976522388 -0.56760860660995 -0.446254819268458 -0.710077466074627 -0.11226308589403 -0.307679742876965 -0.184862251406816 -0.563325816277612 -0.50796380447796 -0.487685811422886 -0.649836063970149 -0.491729771100995 -0.553021729325871 -0.151995489301642 -0.109171462031443 -0.137234920365771 -0.489108792831343 -0.618360735332836 0.0939672705064179 -0.495098069814129 -0.523705777687363 0.107962539226667 -0.538362651846866 -0.585347146402985 0.0236591047928358 -0.624186035549353 -0.623593021581095 0.0756178651236816
"subject20WALKING_DOWNSTAIRS" 0.268896883741117 -0.0160122493969036 -0.107030918122843 -0.521858375213198 -0.245985814919289 -0.586328239451777 0.649834866248731 -0.0650526455583756 0.0321924025841117 -0.953411054873096 -0.945208919746193 -0.937334397411168 0.0798559131126904 -0.000888589718426396 -0.00493992197429949 -0.569307392409645 -0.422392141035533 -0.707386986426396 -0.0377633811755838 -0.0608410772677157 0.0868184793084264 -0.630837810035533 -0.507741897883249 -0.46313264597868 -0.0875515742614213 -0.0460614200350254 -0.0541662182619289 -0.642987573205584 -0.639417976126904 -0.549848808101523 -0.427008848628305 -0.481893319284264 -0.427008848628305 -0.481893319284264 -0.551694791127919 -0.510521078905736 -0.443422942326904 -0.51422627076335 -0.627821913573604 -0.639029882469036 -0.542941746027919 -0.309670387035533 -0.616033155428426 -0.515015447341218 -0.262717101008122 -0.603154816380711 -0.283680793304061 -0.00969575050558375 0.06796088494467 -0.599152863674767 -0.45983003982335 -0.693330755893401 -0.576905658307614 -0.420790480857868 -0.719982337162437 -0.15521356477868 -0.309364919382081 -0.211680902489695 -0.562069907749239 -0.527276796125381 -0.429994249213198 -0.65428887522335 -0.500999934091371 -0.525362680439086 -0.162939862849898 -0.14276034146802 -0.103396397322437 -0.472847265332995 -0.569927536250254 0.0357354853593401 -0.50805194074467 -0.518151247590152 0.0830889499307614 -0.543170723454315 -0.580503741685279 -0.0162221222239594 -0.650654967263959 -0.649957023847208 0.0670717085764467
"subject20WALKING_UPSTAIRS" 0.26543779403 -0.0180486354113 -0.107806622581 -0.531454414749 -0.2698013278705 -0.601931254595 0.638288287905 -0.095914004775 0.05062214732345 -0.9530887846 -0.94590601545 -0.9351847494 0.078843357711 0.00067151332235 -0.005814958022685 -0.570958924188 -0.46113869455 -0.7254792259 -0.01559998685345 -0.0834722654137 0.0821770336578 -0.654120797665 -0.47958442349245 -0.424150509037 -0.10198474044445 -0.039165275563 -0.053179588948 -0.6537033818025 -0.64012680191 -0.545567789146 -0.43721166247788 -0.513363813815 -0.43721166247788 -0.513363813815 -0.563748527564 -0.53868142711715 -0.423218830097 -0.518479796677 -0.625067227615 -0.651046300896 -0.5502142292955 -0.3466791454757 -0.639490537805 -0.5255316278535 -0.2792280915425 -0.613304880175 -0.2940707386495 -0.0152790209105 0.051314439860565 -0.606870806624 -0.498038881625 -0.7142673572 -0.572576350122 -0.45741243038 -0.7353317719 -0.178826676647 -0.32100587043635 -0.20986997165235 -0.5827659302175 -0.515274635639 -0.409374922041 -0.678155615585 -0.463486689435 -0.4841348211025 -0.15371119147415 -0.174734397001 -0.1119561795506 -0.504879006457 -0.596169432682 0.04505735074795 -0.532074533271 -0.5517455152913 0.0812284983928 -0.5466891348125 -0.584301652685 -0.0219353666246 -0.65747884128 -0.6682655822365 0.0741596536213
"subject24STANDING" 0.278309355067265 -0.0170994129536682 -0.107773972964126 -0.726952748626457 -0.648702528073094 -0.684342275502242 0.725326184215247 0.0537912590852018 0.0378479210358744 -0.980587292152466 -0.962309516367713 -0.954647623587444 0.0748676472403587 0.00516239280317489 -0.00300238172704036 -0.783386952197309 -0.73698101444843 -0.772160200381166 -0.0248325072125561 -0.0765667222251121 0.0829770813327354 -0.809785854170404 -0.80495357955157 -0.749272502215247 -0.106774519620269 -0.0393112589950673 -0.0548082830986547 -0.797547237499552 -0.832078429730942 -0.828469177264574 -0.676659039842601 -0.702716091725112 -0.676659039842601 -0.702716091725112 -0.759181689040359 -0.73618477470852 -0.735524434439462 -0.781713200089686 -0.827708910762332 -0.825463862017937 -0.753498799443946 -0.674795559681614 -0.703225134440807 -0.717885055193812 -0.658245274847534 -0.699784399735426 -0.201168760773094 -0.0178770260887892 0.0850455052920628 -0.793498508744395 -0.751701623008969 -0.759547128591928 -0.792522850044843 -0.739025711089686 -0.783331599470852 -0.0227133595896861 -0.202561013952377 -0.100999976332735 -0.763768633390135 -0.798921300896861 -0.751060377443946 -0.825167380044843 -0.810866093318386 -0.772663872331839 -0.0876399474789238 -0.112666704653812 -0.0654558893835874 -0.704660052393274 -0.74804899839148 0.023952636041704 -0.745028631618834 -0.727229908201794 0.204674107583408 -0.794017370179372 -0.812742812017937 -0.0258175162084305 -0.82881636412556 -0.833448865067265 0.165686055628206
"subject24SITTING" 0.277698271294643 -0.0169196198033393 -0.107550126258929 -0.728405387650446 -0.651491993929911 -0.68852007159375 0.717672805535714 0.0985687252098214 0.0617376411491071 -0.979329059866071 -0.961012635089286 -0.955168918392857 0.0752096261767857 0.00404562731503125 -0.00268508200959821 -0.785696882857143 -0.739598990098214 -0.773954058683036 -0.026406694596875 -0.075351836925 0.0819093206660714 -0.814063336294643 -0.806652750178571 -0.7503780469375 -0.105829116077321 -0.0389577618433036 -0.0547852983660714 -0.800490697689286 -0.833513907544643 -0.830185921339286 -0.679239386361161 -0.705081578770982 -0.679239386361161 -0.705081578770982 -0.761266008866071 -0.739171927991071 -0.7369886515625 -0.783883647857143 -0.829409861428571 -0.827522218839286 -0.755250906276786 -0.676944154013393 -0.705996157858482 -0.719169365929554 -0.661109717950893 -0.704247533397321 -0.224923793148214 -0.00820729825714286 0.0909520553385268 -0.795670659821429 -0.75412147134375 -0.7615217549375 -0.794773414330357 -0.74169475528125 -0.784941391080357 -0.0202275317424107 -0.198084096820536 -0.112915764722768 -0.768038551767857 -0.800803088348214 -0.752759728303571 -0.8293842784375 -0.812446546741071 -0.773500232544643 -0.0366271581178571 -0.142721350190179 -0.0590590236475 -0.706261515418304 -0.750378508755804 0.0352173585535714 -0.747865557638393 -0.730415899459821 0.210862135625446 -0.796025901607143 -0.8146723290625 -0.0148274567083929 -0.830616684776786 -0.8356728928125 0.179668033364464
"subject24LAYING" 0.277127595154867 -0.0176148692033097 -0.108252040610619 -0.726010253113717 -0.65728402774469 -0.692434067730089 0.526078119778761 0.184226132079646 0.15915365620354 -0.971915546150443 -0.963558760132743 -0.956024500309735 0.0766683419628319 0.00470064043990708 -0.00390313251526549 -0.787222826017699 -0.742278887575221 -0.775898667632743 -0.0225381300707965 -0.0777770385632743 0.0877994350938053 -0.814741816371681 -0.806194649115044 -0.753453454044248 -0.107137922466018 -0.0384430364464602 -0.0567499472809734 -0.800458979612389 -0.833486564690265 -0.83210008420354 -0.680545482765044 -0.706360067410177 -0.680545482765044 -0.706360067410177 -0.763338492460177 -0.741492691017699 -0.73651950699115 -0.784087755353982 -0.829694838185841 -0.827583667079646 -0.754247328389381 -0.681518812163717 -0.709352393850885 -0.716247452381504 -0.667129112349558 -0.70808988270354 -0.28915750960531 0.0258258573522124 0.0965737443531416 -0.79700693119469 -0.756629039915929 -0.763733430247788 -0.796391519247788 -0.74438912430531 -0.786594005053097 -0.0234012992106195 -0.180108161170354 -0.10801542264469 -0.768459405380531 -0.800610392787611 -0.75549242761062 -0.830150504734513 -0.811890522477876 -0.776412201238938 -0.00609935478318584 -0.122501529282743 -0.00756627961429203 -0.70793468245 -0.751213192926106 0.0197809928362832 -0.750087844871681 -0.732838375349558 0.215085984151327 -0.795951965176991 -0.814987048539823 0.00784844772659292 -0.830543679380531 -0.835914414380531 0.183987081472301
"subject24WALKING" 0.277139852340909 -0.0182738012529455 -0.108489751509091 -0.652760712335 -0.534537552533182 -0.591108583713636 0.740952606227273 0.0473949431363636 0.0336903859636364 -0.9724916975 -0.958214984818182 -0.952399553318182 0.0771476090681818 0.00474757605713182 -0.00694741496886364 -0.713029749818182 -0.641528170372727 -0.70283720275 -0.025463106945 -0.0744196390440909 0.0858032709009091 -0.754023596954545 -0.733100912954545 -0.666888060609091 -0.100522956701 -0.0394976239390909 -0.0581531098940909 -0.723208601192727 -0.760199817227273 -0.764184169590909 -0.581488652704091 -0.631220847475909 -0.581488652704091 -0.631220847475909 -0.676996142981818 -0.655144385 -0.652354620272727 -0.722586667954545 -0.755612357909091 -0.758984776818182 -0.682484853209091 -0.565866977909091 -0.615403802501364 -0.642438488082818 -0.548664233186364 -0.610890442368182 -0.275894403594545 -0.0327599833077273 0.0543261901914091 -0.725744516909091 -0.662926229731818 -0.6872797818 -0.725869455090909 -0.642809657740909 -0.716841393236364 -0.0802484095313636 -0.260369542407727 -0.184972736156364 -0.6897866898 -0.724185936045455 -0.666494031818182 -0.7752293225 -0.741312357772727 -0.698636404090909 -0.0417881044077727 -0.073614541345 -0.0728112266918182 -0.624601137516818 -0.693003725096818 0.0231495289151818 -0.663706643368182 -0.647275746086364 0.191902484144091 -0.728946430318182 -0.769266242954545 0.0559095639254545 -0.765156381909091 -0.768037258454545 0.172898304532182
"subject24WALKING_DOWNSTAIRS" 0.277582225854167 -0.0179657030827417 -0.108662249075 -0.583267100915417 -0.48826289308375 -0.556167808129167 0.753057479208333 0.0150372832291667 0.0149196701916667 -0.968933562875 -0.952415687583333 -0.949416911 0.0791138349141667 0.0010648012990375 -0.00931174608833333 -0.677092129791667 -0.611991444149167 -0.668588668629167 -0.019208215405 -0.0755597243416667 0.08266063589125 -0.720515308570833 -0.712609946625 -0.648007274308333 -0.101057112938417 -0.03693015976375 -0.0538770222558333 -0.703066127468333 -0.744829715458333 -0.744305459041667 -0.52559796977875 -0.551199261482083 -0.52559796977875 -0.551199261482083 -0.64470968665 -0.608462257295833 -0.609747751379167 -0.677660280070833 -0.7425602115 -0.734228885666667 -0.629555191416667 -0.520994066110833 -0.573817402697083 -0.567288908572167 -0.50494415899625 -0.5828849337125 -0.322717845640833 -0.0476574597791667 0.0609799681037917 -0.69218355675 -0.633526330945833 -0.647372717191667 -0.690568355416667 -0.6151422375 -0.688150698916667 -0.11942696365375 -0.282424474352917 -0.187748930789167 -0.650783464925 -0.696207503333333 -0.644450471875 -0.743773430125 -0.726025949791667 -0.6831279895 -0.0558691959837917 -0.0660088407370833 -0.0618108456304167 -0.551252630651333 -0.621629627447083 -0.00998848283691667 -0.6185498919625 -0.599340864056042 0.170670321223333 -0.692592320041667 -0.725771247208333 0.0306319407154167 -0.742577223958333 -0.74229884725 0.142667357559917
"subject24WALKING_UPSTAIRS" 0.275431990560538 -0.0188339447585561 -0.109439874910314 -0.632909254959641 -0.513085198911659 -0.589169978717489 0.735900824484305 0.0167259762152466 0.0252301676502242 -0.969521524304933 -0.952944207982063 -0.95039382896861 0.0832105767282511 -0.000263893555161435 -0.0116700005748879 -0.709498094439462 -0.659094068223318 -0.712575481372197 -0.00714602847982063 -0.0791665593219731 0.0767341739089686 -0.747297628820628 -0.732909742825112 -0.654170015757848 -0.0994567898054708 -0.0389586601883408 -0.0555695743390135 -0.748860551165919 -0.766908398923767 -0.777464981165919 -0.565962181668161 -0.606160058524664 -0.565962181668161 -0.606160058524664 -0.68370989161435 -0.659962960542601 -0.631850464026906 -0.707837772497758 -0.769906796995516 -0.766100386053812 -0.668456506654709 -0.557420299271749 -0.614467215591928 -0.620560121475785 -0.522229006508969 -0.608411867757848 -0.302219661855605 -0.0628543661618834 0.0407183298366368 -0.721617758878924 -0.675614089623318 -0.691442550762332 -0.723231445964126 -0.66466806361435 -0.732213820977578 -0.0910485550713005 -0.274112622711659 -0.177671449548879 -0.69139852509417 -0.719812238475336 -0.666844029147982 -0.766064550313901 -0.743953344484305 -0.683094082780269 -0.0681497636596861 -0.0814429505340807 -0.0826726086793722 -0.606944657321166 -0.667496406753363 -0.00932864061192825 -0.662213230493274 -0.659562700289013 0.18956083238296 -0.72506183941704 -0.749057343946188 0.0134371760829596 -0.774056789327354 -0.77237842058296 0.144973244472601
"subject1STANDING" 0.263712934138614 -0.0202538104421287 -0.100780286586634 -0.601733000955446 -0.44759469564604 -0.557676217978218 0.751371837163366 -0.103900262118812 0.123351625633663 -0.957759805049505 -0.945261215732673 -0.932635698217822 0.0808871451821782 0.0158836067219802 -0.0174457438802277 -0.598881866878713 -0.546020495970297 -0.761488554277228 -0.0311679467629208 -0.0768753819564356 0.0888810535586634 -0.720435381064356 -0.522258085505198 -0.645434070262376 -0.095043524039604 -0.0417924965366337 -0.0476548145866337 -0.691285013019802 -0.694204343658416 -0.710637186445049 -0.517416570519307 -0.558730637252475 -0.517416570519307 -0.558730637252475 -0.611320612336634 -0.597820921425743 -0.537033254229703 -0.559217692870297 -0.696839664950495 -0.704988013475248 -0.597455091390594 -0.481715481040297 -0.639481478960396 -0.604684994357426 -0.467085804936782 -0.554098398060396 -0.155618945779851 0.0539590767940594 0.0698194395273267 -0.616019308474802 -0.576330046531886 -0.739227237524753 -0.61724711774802 -0.543808091479703 -0.78239489480198 -0.0122132758618812 -0.202481896628218 -0.0854607952539604 -0.662550990827228 -0.568026185223267 -0.610997780364852 -0.740351927569307 -0.503956985200495 -0.690502024257426 -0.0455588759059406 -0.093110025429703 0.00210622558712871 -0.546927637692574 -0.637712223306931 0.145082961925743 -0.582882793634653 -0.620435496529703 0.222258819074901 -0.59548058779802 -0.613971690514851 0.0369290432030693 -0.699743530998515 -0.733752322584158 0.208640443781139
"subject1SITTING" 0.264856533695238 -0.0199503132806667 -0.101438005545238 -0.615892494633333 -0.46652761405 -0.57302620143619 0.68990174402381 -0.00574123533809524 0.173499088212381 -0.956990728571429 -0.945272899657143 -0.933115688380952 0.0807049578085714 0.0151088492044762 -0.0154846499883238 -0.613586807664286 -0.563099289457143 -0.770196554495238 -0.0326078706452857 -0.07975319542 0.0911138682183333 -0.7307778775 -0.540034363533571 -0.655143128395238 -0.0946869071952381 -0.0413791220209524 -0.0491015917928571 -0.703397100952381 -0.70548737837619 -0.721617516532857 -0.534330674928095 -0.57358039102381 -0.534330674928095 -0.57358039102381 -0.625794670819048 -0.612690274704762 -0.549127231497143 -0.572476231094286 -0.708330992 -0.715996931961905 -0.611860168623333 -0.500044437572095 -0.652209466333333 -0.618697722762857 -0.485070540272524 -0.569475313658095 -0.164748761657333 0.0623426162638095 0.0860235539072381 -0.630063911628143 -0.592292925616386 -0.748699199523809 -0.631313742167143 -0.560947548756667 -0.790335274095238 -0.00865026696714286 -0.181591444467143 -0.0773228572204762 -0.674970647795714 -0.584020879119524 -0.622768082398571 -0.749985766947619 -0.522465495383333 -0.698604798380952 0.00251489275028571 -0.0708760100180952 -0.00370827278761905 -0.562617535685238 -0.649672118561905 0.161974751519048 -0.598335362115238 -0.634376623328571 0.220428551500619 -0.608532577548571 -0.625077156495238 0.0466336251286667 -0.710972565103333 -0.743639087628571 0.189571817327571
"subject1LAYING" 0.263735994147208 -0.0229824850706091 -0.109894430200508 -0.59082502580203 -0.439928872845178 -0.537791812429442 0.62330322048731 0.0208067411167513 0.127995496926904 -0.954253675837563 -0.950411297045685 -0.918166281781726 0.0811996532477157 0.0156972166078173 -0.011273073309736 -0.588353803043147 -0.534190990994924 -0.753883616467005 -0.0316703473594416 -0.0746919750619289 0.098290869836802 -0.707367708553299 -0.513841529045939 -0.63606104828934 -0.0962113831197969 -0.0417955330172589 -0.0521225087071066 -0.678608673502538 -0.686083401467005 -0.701786391177157 -0.501273334349746 -0.543305906883249 -0.501273334349746 -0.543305906883249 -0.600698411482233 -0.586445041563452 -0.521589708601015 -0.543180992780711 -0.687904488274112 -0.694483739908629 -0.587003823710152 -0.472144440965178 -0.625995064771574 -0.593657763148223 -0.460817334452944 -0.533049204564467 -0.183382245101726 0.0583101216923858 0.0602435326726904 -0.605701011837107 -0.565098312129142 -0.730651888730964 -0.607518282665482 -0.532200065578173 -0.775834165076142 -0.0300630242482233 -0.18184511982335 -0.0900186049 -0.646283230183249 -0.558250662767005 -0.599438803572081 -0.728426142532995 -0.496356564317259 -0.682686226700508 -0.0285866321073096 -0.0772673757401015 -0.00126808476852792 -0.533427577380203 -0.624167638893401 0.136157553989848 -0.571008041341117 -0.609824607862944 0.204047727655482 -0.580089660077157 -0.600223919025381 0.0352209506787817 -0.688945327419797 -0.724378973106599 0.174346323663909
"subject1WALKING" 0.27442482933945 -0.0165959399527523 -0.115679412497706 -0.49024937937156 -0.276905591892202 -0.45185117777156 0.808670284811927 -0.120359904188073 0.00599601149816514 -0.970178111009174 -0.967189659862385 -0.92911641183945 0.0818516160711009 0.0176786011192661 -0.00985602269283486 -0.435952415237156 -0.353706541477064 -0.669778760477064 -0.0353116367583028 -0.0752689017788991 0.0884234755130734 -0.640702698045872 -0.365623574711239 -0.544357711940367 -0.0930583814073394 -0.0419671785266055 -0.0490632502844037 -0.544915937211009 -0.562234026325688 -0.606103472852752 -0.389961360472018 -0.445466959252294 -0.389961360472018 -0.445466959252294 -0.457073202513761 -0.421996406247431 -0.40838234639633 -0.435327250485321 -0.565638572399083 -0.578976827646789 -0.462776635311468 -0.305149228573119 -0.537786817568807 -0.503214795597248 -0.309660943579954 -0.454202476918349 -0.192009986152936 0.0713266655481651 0.0533822467080734 -0.465353757496376 -0.405553566516243 -0.644798422385321 -0.456104803183945 -0.340878104546697 -0.693292163853211 -0.0802029413114679 -0.242897620444954 -0.121290571639908 -0.561838946200917 -0.412446846937156 -0.489005189393119 -0.667145192426606 -0.347305725165596 -0.606221608302752 -0.0240858095621101 -0.0717030530885321 -0.00987863105178899 -0.406118118499541 -0.557819257412844 0.154459383940367 -0.405519548190642 -0.447672768854128 0.176761850024128 -0.463626846794495 -0.516644043293578 0.105154757191376 -0.572597929544495 -0.617954640697248 0.179390541844908
